city_st,year,pop,avg_m
"Florida City, FL",2003,8804.6109375,0.00192
"Florida City, FL",2004,9140.543928571427,0.006290666666666667
"Florida City, FL",2005,9482.441592261905,0.0029319999999999997
"Florida City, FL",2006,9829.263928571429,0.003802222222222222
"Florida City, FL",2007,10179.970937499998,0.0024000000000000002
"Florida City, FL",2008,10533.52261904762,0.0029168
"Florida, NY",2008,2780.6,0
"Flower Hill, NY",1998,4492.970333333334,0.0032400000000000003
"Flower Hill, NY",2008,4621.368619047619,0
"Folcroft, PA",2008,6661.950142857143,0
"Forks, WA",2002,3199.744,8.432e-4
"Fort Bragg, CA",2002,7150.138829919541,0
"Fort Lauderdale, FL",1987,150463.4473814433,0.002778
"Fort Lauderdale, FL",1990,149377,0.0216
"Fort Lauderdale, FL",1991,149204.3678041237,0.0025919999999999997
"Fort Lauderdale, FL",1992,149142.7735179185,0.00336175
"Fort Lauderdale, FL",1993,149190.13060824742,0.0018116923076923076
"Fort Lauderdale, FL",1994,149344.3525419735,0.003458933333333333
"Fort Lauderdale, FL",1995,149603.35278595975,0.007642769230769231
"Fort Lauderdale, FL",1996,149965.0448070692,0.0114908
"Fort Lauderdale, FL",1997,150427.34207216496,0.0052840000000000005
"Fort Lauderdale, FL",1998,150988.15804810997,0.0023216
"Fort Lauderdale, FL",1999,151645.4062017673,0.011458
"Fort Lauderdale, FL",2000,152397,0.00819090909090909
"Fort Lauderdale, FL",2001,153241.73099852726,0.00504
"Fort Lauderdale, FL",2002,154181.90310849287,0.00216
"Fort Lauderdale, FL",2003,155220.6983298969,0.002376
"Fort Lauderdale, FL",2004,156361.2986627393,0.007077
"Fort Lauderdale, FL",2005,157606.88610702014,0.015788
"Fort Lauderdale, FL",2006,158960.64266273932,0.0038937777777777777
"Fort Lauderdale, FL",2007,160425.7503298969,0.003535
"Fort Lauderdale, FL",2008,162005.39110849288,8.64e-4
"Fort Lee, NJ",2008,36075.474976481884,0
"Fort Myers Beach, FL",2000,6561,0.0061200000000000004
"Fort Myers Beach, FL",2003,6475.8,0.00432
"Fort Pierce, FL",1987,36230.49688131226,0.001236
"Fort Pierce, FL",1992,37043.735182869576,0.003136
"Fort Pierce, FL",1993,37108.87416386122,0
"Fort Pierce, FL",1994,37156.62388594985,0
"Fort Pierce, FL",1995,37194.80671017978,0
"Fort Pierce, FL",1996,37231.24499759533,0.00216
"Fort Pierce, FL",1997,37273.76110924081,0.011368333333333333
"Fort Pierce, FL",1998,37330.17740616054,0.002092
"Fort Pierce, FL",1999,37408.316249398835,0.011959599999999999
"Fort Pierce, FL",2000,37516,0.0037028571428571427
"Fort Pierce, FL",2001,37660.70229216764,0.00756
"Fort Pierce, FL",2002,37848.50185274247,0.02015866666666667
"Fort Pierce, FL",2003,38085.12868172449,0
"Fort Pierce, FL",2004,38376.31277911371,0.008819
"Fort Pierce, FL",2005,38727.78414491011,0.019438666666666667
"Fort Pierce, FL",2006,39145.27277911371,0.001542
"Fort Pierce, FL",2007,39634.508681724496,0.00941
"Fort Pierce, FL",2008,40201.22185274247,9.312000000000001e-4
"Fortuna, CA",2002,10859.068967649117,0
"Foster City, CA",2002,28888.58311111111,0
"Fountain Valley, CA",2001,55223.07829464286,0.01728
"Fountain Valley, CA",2002,55430.81385714286,0.006599
"Fountain Valley, CA",2009,55534.61429464286,0.009
"Franklin Lakes, NJ",2008,10571.77419047619,0
"Franklin, MA",1989,21440.559746239964,0.0032979999999999997
"Franklin, MA",1990,22095,0
"Franklin, MA",1991,22796.59847645476,0.00198
"Franklin, MA",1992,23536.127326211037,0.00629575
"Franklin, MA",1993,24303.104452909523,0.002436923076923077
"Franklin, MA",1994,25087.04776019093,0.007674
"Franklin, MA",1995,25877.47515169596,0.02015866666666667
"Franklin, MA",1996,26663.90453106531,0.021693
"Franklin, MA",1997,27435.853801939684,0.006092307692307692
"Franklin, MA",1998,28182.84086795979,0.0052416
"Franklin, MA",1999,28894.383632766327,0.0015004444444444444
"Franklin, MA",2000,29560,0.003443466666666667
"Franklin, MA",2001,30169.45872269473,0.0054232
"Franklin, MA",2002,30713.531951457295,0.001044137931034483
"Franklin, MA",2003,31183.242686287696,0.012645142857142858
"Franklin, MA",2004,31569.61392718594,0.007607368421052632
"Franklin, MA",2005,31863.66867415202,0.012776000000000001
"Franklin, MA",2006,32056.42992718594,0.004938444444444445
"Franklin, MA",2007,32138.920686287696,0.005572363636363636
"Franklin, MA",2008,32102.163951457293,0.0032928000000000002
"Franklin, VA",2008,8565.466635520439,0
"Freehold, NJ",2006,11403.217369877762,0.00432
"Freehold, NJ",2008,11684.118246585174,0
"Freeport, NY",1998,43156.64817512138,0.0032400000000000003
"Freeport, NY",2008,43774.34044634187,0.001344
"Fullerton, CA",2002,128164.70986234548,0.006599
"Fullerton, CA",2009,134458.83779756931,0.009
"Galt, CA",2002,21352.25758213716,0
"Garden Grove, CA",2002,168185.45858119658,0.006599
"Garden Grove, CA",2009,171554.13395192308,0.009
"Gardena, CA",2002,58897.02407511737,0
"Gardena, CA",2009,59351.66004225352,0.009
"Gardiner, ME",1992,6701.989215435075,0.00324
"Gardiner, ME",1993,6661.143280238648,0
"Gardiner, ME",1994,6610.229388821441,0.00216
"Gardiner, ME",1995,6551.1168454748495,0.015118666666666666
"Gardiner, ME",1996,6485.67495449027,0.02306
"Gardiner, ME",1997,6415.773020159098,0.00144
"Gardiner, ME",1998,6343.280346772733,0.004476888888888889
"Gardiner, ME",1999,6270.066238622568,0
"Gardiner, ME",2000,6198,0.004633333333333333
"Gardiner, ME",2001,6128.799217814527,0
"Gardiner, ME",2002,6063.574609448048,0
"Gardiner, ME",2003,6003.285174900563,0
"Gardiner, ME",2004,5948.889914172072,0.0046795000000000005
"Gardiner, ME",2005,5901.347827262575,0.021401714285714284
"Gardiner, ME",2006,5861.617914172072,7.2e-4
"Gardiner, ME",2007,5830.659174900563,0.0043048
"Gardiner, ME",2008,5809.430609448048,0.001028
"Garfield, NJ",2008,30802.87562864469,0
"Garwood, NJ",2008,4218.119937707546,0
"Georgetown, DE",2008,5996.76,0
"Georgetown, SC",1996,9103.54638778113,0
"Gig Harbor, WA",2002,6802.64,0
"Gilroy, CA",2002,43488.08566307153,0
"Glassboro, NJ",2008,19343.6640940108,0
"Glen Ridge, NJ",2008,7523.92432770173,0
"Glen Rock, NJ",2008,11738.679509904958,0
"Glendale, CA",2002,195082.55280700457,0
"Glenolden, PA",2008,7312.945053475323,0
"Gloucester City, NJ",2008,11261.939163558693,0
"Gloucester, MA",1990,28716,0
"Gloucester, MA",1991,28894.452056039816,0.0018
"Gloucester, MA",1992,29078.859902033983,0.007657818181818182
"Gloucester, MA",1993,29265.09411207963,8.894117647058824e-4
"Gloucester, MA",1994,29449.025260273906,0.0082425
"Gloucester, MA",1995,29626.523920713924,0.025558
"Gloucester, MA",1996,29793.46066749683,0.01678457142857143
"Gloucester, MA",1997,29945.706074719757,0.005629090909090909
"Gloucester, MA",1998,30079.13071647984,0.006674074074074074
"Gloucester, MA",1999,30189.605166874207,0.0012604444444444445
"Gloucester, MA",2000,30273,0.0038375238095238093
"Gloucester, MA",2001,30325.265694271493,0.004498285714285714
"Gloucester, MA",2002,30342.672345371546,0.001046451612903226
"Gloucester, MA",2003,30321.569953300153,0.013852666666666668
"Gloucester, MA",2004,30258.30851805732,0.006260869565217392
"Gloucester, MA",2005,30149.23803964304,0.013127157894736842
"Gloucester, MA",2006,29990.708518057316,0.001222086956521739
"Gloucester, MA",2007,29779.069953300153,0.005050461538461538
"Gloucester, MA",2008,29510.672345371546,0.0037816
"Goose Creek, SC",1996,27388.384,0
"Goshen, NY",2008,5587.365936558548,0
"Great Neck Estates, NY",1998,2756.566,0.0032400000000000003
"Great Neck Estates, NY",2008,2760.939714285714,0
"Great Neck Plaza, NY",1998,6335.117511961723,0.0032400000000000003
"Great Neck Plaza, NY",2008,6694.173205741627,0
"Great Neck, NY",1998,9354.2414895225,0.0032400000000000003
"Great Neck, NY",2008,10002.845793198214,0
"Green Cove Springs, FL",1997,5042.379394736842,0.01512
"Green Cove Springs, FL",1999,5259.882394736842,0
"Green Cove Springs, FL",2005,6061.058114035088,0.0010666666666666667
"Greenacres, FL",1987,15925.446,0.002778
"Greenacres, FL",1990,18683,0.0216
"Greenacres, FL",1991,19580.342,0.00324
"Greenacres, FL",1992,20470.216,0.004482333333333333
"Greenacres, FL",1993,21354.694,0.0018116923076923076
"Greenacres, FL",1994,22235.848,0.0028824444444444444
"Greenacres, FL",1995,23115.75,0.006479636363636364
"Greenacres, FL",1996,23996.472,0.011087555555555555
"Greenacres, FL",1997,24880.086,0.009996363636363637
"Greenacres, FL",1998,25768.664,0.002110545454545455
"Greenacres, FL",1999,26664.278,0.011339272727272727
"Greenacres, FL",2000,27569,0.008794
"Greenacres, FL",2001,28484.902,0.00592
"Greenacres, FL",2002,29414.056,0.00216
"Greenacres, FL",2003,30358.534,0.0027
"Greenacres, FL",2004,31320.408,0.014145333333333333
"Greenacres, FL",2005,32301.75,0.02006866666666667
"Greenacres, FL",2006,33304.632,0.002240666666666667
"Greenacres, FL",2007,34331.126000000004,0.004705
"Greenacres, FL",2008,35383.304000000004,8.64e-4
"Greenfield, CA",2002,13628.364006379585,0
"Greenwood Lake, NY",2008,3254.872,0
"Groton, CT",1987,10002.389852126287,0
"Groton, CT",1989,9883.024241117451,0.0032979999999999997
"Groton, CT",1991,9806.690032860824,0.0033164444444444443
"Groton, CT",1992,9791.6229113893,0.0068865714285714285
"Groton, CT",1993,9790.050065721647,0.0021848275862068967
"Groton, CT",1994,9800.222925994109,0.00644075
"Groton, CT",1995,9820.392922342906,0.011192363636363636
"Groton, CT",1996,9848.81148490427,0.0234784
"Groton, CT",1997,9883.730043814432,0.008576363636363635
"Groton, CT",1998,9923.400029209624,0.005387833333333333
"Groton, CT",1999,9966.072871226068,5.4e-4
"Groton, CT",2000,10010,0.0062095
"Groton, CT",2001,10053.688273978278,0.0040265454545454545
"Groton, CT",2002,10096.66626485027,0
"Groton, CT",2003,10138.71797261598,0.0034200000000000003
"Groton, CT",2004,10179.627397275404,0.0010371428571428571
"Groton, CT",2005,10219.178538828546,0.014094545454545455
"Groton, CT",2006,10257.155397275405,0.01174509090909091
"Groton, CT",2007,10293.34197261598,0.0053735
"Groton, CT",2008,10327.52226485027,0.0031206666666666666
"Grover Beach, CA",2002,13181.928476190476,0
"Gulfport, FL",1996,12231.561,0.009179
"Gulfport, FL",2000,12527,0.00144
"Guttenberg, NJ",2008,11489.786754042314,0
"Hackensack, NJ",2008,43893.95139825517,0
"Haddon Heights, NJ",2008,7462.19389862543,0
"Haddonfield, NJ",2008,11662.000355263412,0
"Haledon, NJ",2008,8518.580865704773,0
"Half Moon Bay, CA",2002,12214.210245614036,0
"Hallandale Beach, FL",1987,32874.97557655502,0.002778
"Hallandale Beach, FL",1990,30996,0.0216
"Hallandale Beach, FL",1991,30732.47876076555,0.0025919999999999997
"Hallandale Beach, FL",1992,30669.50906539075,0.002988222222222222
"Hallandale Beach, FL",1993,30781.227521531106,0.0018116923076923076
"Hallandale Beach, FL",1994,31041.770736842103,0.003458933333333333
"Hallandale Beach, FL",1995,31425.275318979267,0.007868285714285715
"Hallandale Beach, FL",1996,31905.87787559809,0.013179333333333333
"Hallandale Beach, FL",1997,32457.715014354068,0.004843666666666667
"Hallandale Beach, FL",1998,33054.92334290271,0.0027145454545454547
"Hallandale Beach, FL",1999,33671.63946889952,0.011458
"Hallandale Beach, FL",2000,34282,0.008287142857142858
"Hallandale Beach, FL",2001,34862.908442583735,0.005218545454545455
"Hallandale Beach, FL",2002,35402.335897926634,0.00216
"Hallandale Beach, FL",2003,35891.02036602871,0.00216
"Hallandale Beach, FL",2004,36319.699846889955,0.006290666666666667
"Hallandale Beach, FL",2005,36679.112340510364,0.011255428571428572
"Hallandale Beach, FL",2006,36959.99584688995,0.0038937777777777777
"Hallandale Beach, FL",2007,37153.08836602871,0.0028280000000000002
"Hallandale Beach, FL",2008,37249.127897926635,8.64e-4
"Hammonton, NJ",2006,13620.858480483212,0.00432
"Hammonton, NJ",2008,14149.745653655476,0
"Hampton, VA",2008,142103.12728253842,0.00135
"Hanahan, SC",1996,12713.868,0
"Harrington Park, NJ",2008,4701.661523809524,0
"Harrington, DE",2008,3484.4,0
"Harrison, NJ",2008,14003.122597236556,0
"Harrison, NY",2008,26522.780285714285,0
"Hasbrouck Heights, NJ",2008,11846.738137457043,0
"Hastings-On-Hudson, NY",2008,7743.788518107453,0
"Hatboro, PA",2008,7371.416884003206,0
"Hatfield, PA",2008,3051.784,0
"Haverhill, MA",1990,51418,0
"Haverhill, MA",1991,52133.60504930675,0.00216
"Haverhill, MA",1992,52887.00865282384,0.008879555555555555
"Haverhill, MA",1993,53667.3275986135,0
"Haverhill, MA",1994,54463.67867473795,0.002446
"Haverhill, MA",1995,55265.178669259425,0.0302376
"Haverhill, MA",1996,56060.94437024014,0.018718
"Haverhill, MA",1997,56840.092565742336,0.001749142857142857
"Haverhill, MA",1998,57591.74004382822,0.004619130434782608
"Haverhill, MA",1999,58305.00359256004,0.0016205714285714285
"Haverhill, MA",2000,58969,0.00463175
"Haverhill, MA",2001,59573.2200895333,0.004844307692307693
"Haverhill, MA",2002,60108.65082583699,3.6166666666666666e-4
"Haverhill, MA",2003,60566.65320891104,0.0161912
"Haverhill, MA",2004,60938.588238755474,0.007578947368421052
"Haverhill, MA",2005,61215.81691537029,0.0150035
"Haverhill, MA",2006,61389.700238755475,0.0014054
"Haverhill, MA",2007,61451.59920891104,0.005333
"Haverhill, MA",2008,61392.87482583699,0.004727
"Haverstraw, NY",2008,11401.050839418504,0
"Hawaiian Gardens, CA",2002,14781.01688888889,0.006599
"Hawaiian Gardens, CA",2009,14363.694,0.009
"Haworth, NJ",2008,3391.2669047619047,0
"Hawthorne, CA",2002,85403.46555456315,0
"Hawthorne, CA",2009,85090.53337444177,0.009
"Hawthorne, NJ",2008,18878.955706498953,0
"Hayward, CA",2002,144056.61266218105,0
"Healdsburg, CA",2002,10869.586833497147,0
"Hempstead, NY",1998,55723.36133432532,0.0032400000000000003
"Hempstead, NY",2008,55538.06418976763,0.00144
"Hercules, CA",2002,19806.259150080157,0
"Hermosa Beach, CA",2002,18697.159199901344,0
"Hermosa Beach, CA",2009,19375.879549944508,0.009
"Hialeah Gardens, FL",1987,4804.4310000000005,0.001236
"Hialeah Gardens, FL",1991,8834.887,0
"Hialeah Gardens, FL",1992,10006.776,0.004137538461538462
"Hialeah Gardens, FL",1993,11212.959,7.2e-4
"Hialeah Gardens, FL",1994,12437.728,7.854545454545455e-4
"Hialeah Gardens, FL",1995,13665.375,0.009179666666666668
"Hialeah Gardens, FL",1996,14880.192,0.012099333333333333
"Hialeah Gardens, FL",1997,16066.471,0.004614571428571429
"Hialeah Gardens, FL",1998,17208.504,0.002986
"Hialeah Gardens, FL",1999,18290.583,0.010742769230769231
"Hialeah Gardens, FL",2000,19297,0.008287142857142858
"Hialeah Gardens, FL",2001,20212.047,0.005218545454545455
"Hialeah Gardens, FL",2002,21020.016,0.00216
"Hialeah Gardens, FL",2003,21705.199,0.0019636363636363636
"Hialeah Gardens, FL",2004,22251.888,0.006290666666666667
"Hialeah Gardens, FL",2005,22644.375,0.002332
"Hialeah Gardens, FL",2006,22866.952,0.0038937777777777777
"Hialeah Gardens, FL",2007,22903.911,0.0028280000000000002
"Hialeah Gardens, FL",2008,22739.544,8.64e-4
"Hialeah, FL",1987,175152.86307488836,0.001236
"Hialeah, FL",1991,192376.44709446924,0
"Hialeah, FL",1992,196758.87456864765,0.004137538461538462
"Hialeah, FL",1993,201103.2941889385,7.2e-4
"Hialeah, FL",1994,205361.7177217451,7.854545454545455e-4
"Hialeah, FL",1995,209486.15693347075,0.009179666666666668
"Hialeah, FL",1996,213428.62359051872,0.011500923076923077
"Hialeah, FL",1997,217141.1294592923,0.004614571428571429
"Hialeah, FL",1998,220575.6863061949,0.0027145454545454547
"Hialeah, FL",1999,223684.30589762967,0.010742769230769231
"Hialeah, FL",2000,226419,0.008287142857142858
"Hialeah, FL",2001,228733.80675197527,0.005218545454545455
"Hialeah, FL",2002,230590.86978128937,0.00216
"Hialeah, FL",2003,231954.35908794228,0.0019636363636363636
"Hialeah, FL",2004,232788.44467193403,0.006290666666666667
"Hialeah, FL",2005,233057.29653326463,0.011255428571428572
"Hialeah, FL",2006,232725.08467193405,0.0038937777777777777
"Hialeah, FL",2007,231755.97908794228,0.0023566666666666666
"Hialeah, FL",2008,230114.14978128936,8.64e-4
"Highland Beach, FL",1990,3209,0.0216
"Highland Beach, FL",1991,3301.69,0.0025919999999999997
"Highland Beach, FL",1992,3386.36,0.003842
"Highland Beach, FL",1993,3463.01,0.0029690666666666666
"Highland Beach, FL",1994,3531.64,0.00324275
"Highland Beach, FL",1995,3592.25,0.013654666666666666
"Highland Beach, FL",1996,3644.84,0.016127111111111113
"Highland Beach, FL",1997,3689.41,0.00803309090909091
"Highland Beach, FL",1998,3725.96,0.0023216
"Highland Beach, FL",1999,3754.49,0.013859111111111112
"Highland Beach, FL",2000,3775,0.008387272727272728
"Highland Beach, FL",2001,3787.49,0.00592
"Highland Beach, FL",2002,3791.96,0.0025199999999999997
"Highland Beach, FL",2003,3788.41,0.00264
"Highland Beach, FL",2004,3776.84,0.012201714285714284
"Highland Beach, FL",2005,3757.25,0.02006866666666667
"Highland Beach, FL",2006,3729.64,0.004080571428571428
"Highland Beach, FL",2007,3694.01,0.004124
"Highland Beach, FL",2008,3650.36,8.64e-4
"Highland Falls, NY",2008,3788.916800441826,0
"Highland Park, NJ",2008,14116.058553755523,0
"Highlands, NJ",1998,5015.607208931419,0.0054
"Highlands, NJ",2008,5116.019993620414,0
"Hightstown, NJ",2008,5372.774400834561,0
"Hillborough, CA",2002,10849.996170348551,0
"Hilliard, FL",2005,2894,0
"Hillsdale, NJ",2008,10271.908545517004,0
"Ho-Ho-Kus, NJ",2008,4106.296095238095,0
"Hoboken, NJ",2008,47766.04134576008,0
"Hollister, CA",2002,36519.15569840637,0
"Holly Hill, FL",1996,11822.416995215312,0.012959
"Holly Hill, FL",1997,11913.579885167464,0.009853
"Holly Hill, FL",1998,11994.386590111642,0.00864
"Holly Hill, FL",1999,12063.354248803827,0.03183066666666667
"Holly Hill, FL",2000,12119,0.001964
"Holly Hill, FL",2004,12181.425224880382,0
"Holly Hill, FL",2005,12150.809609250398,0.0018800000000000002
"Holly Hill, FL",2008,11928.382149920257,0
"Hollywood, FL",1987,119783.44316660942,0.002778
"Hollywood, FL",1990,121697,0.0216
"Hollywood, FL",1991,122896.34290742013,0.0025919999999999997
"Hollywood, FL",1992,124354.4794027253,0.004482333333333333
"Hollywood, FL",1993,126021.58331484026,0.0018116923076923076
"Hollywood, FL",1994,127847.8284726898,0.003458933333333333
"Hollywood, FL",1995,129783.38870519868,0.007919666666666667
"Hollywood, FL",1996,131778.43784129166,0.013179333333333333
"Hollywood, FL",1997,133783.1497098935,0.004843666666666667
"Hollywood, FL",1998,135747.698139929,0.0027145454545454547
"Hollywood, FL",1999,137622.2569603229,0.011458
"Hollywood, FL",2000,139357,0.009488333333333333
"Hollywood, FL",2001,140904.81628306422,0.004783666666666667
"Hollywood, FL",2002,142229.45561433642,0.00216
"Hollywood, FL",2003,143297.38299381654,0.002376
"Hollywood, FL",2004,144075.06342150463,0.006290666666666667
"Hollywood, FL",2005,144528.96189740067,0.015788
"Hollywood, FL",2006,144625.54342150464,0.0038937777777777777
"Hollywood, FL",2007,144331.27299381656,0.003535
"Hollywood, FL",2008,143612.61561433642,8.64e-4
"Holmes Beach, FL",1996,5014.508,0.009179
"Holmes Beach, FL",2000,4966,0.00144
"Homestead, FL",1987,25489.235434615384,0.001236
"Homestead, FL",1991,27184.071292307697,0
"Homestead, FL",1992,27456.084355555555,6.968888888888889e-4
"Homestead, FL",1993,27714.830084615383,8.1e-4
"Homestead, FL",1994,27993.099374358975,4.32e-4
"Homestead, FL",1995,28323.68311965812,0.008208
"Homestead, FL",1996,28739.372215384617,0.010319428571428571
"Homestead, FL",1997,29272.957556410256,0.00484775
"Homestead, FL",1998,29957.23003760684,0.0025188235294117648
"Homestead, FL",1999,30824.980553846155,0.02831857142857143
"Homestead, FL",2000,31909,0.00741625
"Homestead, FL",2001,33240.73328846154,0.0034512727272727273
"Homestead, FL",2002,34846.241401709405,0.013499111111111111
"Homestead, FL",2003,36750.23933974359,0.00135
"Homestead, FL",2004,38977.442102564106,0.006290666666666667
"Homestead, FL",2005,41552.56469017094,0.0029319999999999997
"Homestead, FL",2006,44500.3221025641,0.003802222222222222
"Homestead, FL",2007,47845.42933974359,0.0024000000000000002
"Homestead, FL",2008,51612.601401709406,0.0029168
"Hoquiam, WA",2002,9116.32289444606,0.016555333333333335
"Huntington Beach, CA",2001,190154.99424602295,0.01728
"Huntington Beach, CA",2002,190612.8022151519,0.006599
"Huntington Beach, CA",2009,190530.25024602297,0.009
"Huntington Park, CA",2002,61518.08714794261,0
"Huntington Park, CA",2009,58935.40252071772,0.009
"Imperial Beach, CA",2001,26918.9421875,0.02052
"Imperial Beach, CA",2002,26841.421666666665,0.008798666666666666
"Imperial Beach, CA",2009,26358.2021875,0.009
"Indialantic, FL",1994,2880.942666666667,0
"Indialantic, FL",1995,2893.909722222222,0
"Indialantic, FL",1996,2906.884,0.005399999999999999
"Indialantic, FL",1997,2919.1228333333333,0.013567
"Indialantic, FL",1998,2929.8835555555556,0.00216
"Indialantic, FL",1999,2938.4235,0.011788444444444445
"Indialantic, FL",2000,2944,0.003731
"Indialantic, FL",2001,2945.917,0.00216
"Indialantic, FL",2002,2943.664888888889,0
"Indialantic, FL",2003,2936.7806666666665,0.01296
"Indialantic, FL",2004,2924.8013333333333,0.010318666666666667
"Indialantic, FL",2005,2907.2638888888887,0.025918
"Indialantic, FL",2007,2853.6626666666666,0.00648
"Indialantic, FL",2008,2816.672888888889,0.001164
"Indian Harbour Beach, FL",1994,7449.781333333333,0
"Indian Harbour Beach, FL",1995,7580.506944444444,0
"Indian Harbour Beach, FL",1996,7708.192,0.005399999999999999
"Indian Harbour Beach, FL",1997,7831.010166666667,0.012418285714285715
"Indian Harbour Beach, FL",1998,7947.135111111111,0.00288
"Indian Harbour Beach, FL",1999,8054.7405,0.012182
"Indian Harbour Beach, FL",2000,8152,0.0020946666666666666
"Indian Harbour Beach, FL",2001,8237.1585,0.00216
"Indian Harbour Beach, FL",2002,8308.745777777778,0
"Indian Harbour Beach, FL",2003,8365.362833333333,0.01296
"Indian Harbour Beach, FL",2004,8405.610666666667,0.010318666666666667
"Indian Harbour Beach, FL",2005,8428.090277777777,0.025918
"Indian Harbour Beach, FL",2007,8414.148833333333,0.00648
"Indian Harbour Beach, FL",2008,8374.929777777777,0.001164
"Indian River Shores, FL",2000,3448,0.00324
"Indian River Shores, FL",2001,3493.3,0.0056159999999999995
"Indian River Shores, FL",2002,3538.6,0.030238
"Indian River Shores, FL",2003,3583.9,0.00432
"Indian River Shores, FL",2004,3629.2,0.007055199999999999
"Indian River Shores, FL",2005,3674.5,0.029158000000000003
"Indian River Shores, FL",2006,3719.8,0.003084
"Indian River Shores, FL",2007,3765.1,0.00941
"Indian River Shores, FL",2008,3810.4,0.001164
"Indian Rocks Beach, FL",1996,4657.236,0.009179
"Indian Rocks Beach, FL",2000,5072,0.00144
"Inglewood, CA",2002,112026.75987602252,0
"Inglewood, CA",2009,109910.48143026268,0.009
"Irvington, NY",2008,6505.777576337751,0
"Islamorada, Village Of Island, FL",2000,6846,0.0086058
"Islamorada, Village Of Island, FL",2001,6773.3,0.00774775
"Islamorada, Village Of Island, FL",2002,6700.6,0.013499111111111111
"Islamorada, Village Of Island, FL",2003,6627.9,0.00212
"Islamorada, Village Of Island, FL",2004,6555.2,0.007617
"Islamorada, Village Of Island, FL",2005,6482.5,0.0041351999999999995
"Islamorada, Village Of Island, FL",2006,6409.8,0.0061324
"Islamorada, Village Of Island, FL",2007,6337.1,0.002035
"Islamorada, Village Of Island, FL",2008,6264.4,0.00406
"Island Park, NY",1998,4770.939,0.0032400000000000003
"Island Park, NY",2008,4649.050428571429,0.00108
"Islandia, NY",1992,2827.4,0.0054
"Islandia, NY",1993,2856.45,0
"Islandia, NY",1995,2914.25,0.0054
"Islandia, NY",1998,3000.2,0.0027
"Islandia, NY",2003,3141.45,0
"Islandia, NY",2008,3280.2,0.00112
"Isle Of Palms, SC",1996,4234.576,0
"Issaquah, WA",2002,13260.564444444444,0
"Jacksonville Beach, FL",1996,19788.686143540668,0
"Jacksonville Beach, FL",1997,20116.16894497608,0.01512
"Jacksonville Beach, FL",1999,20722.474035885167,0
"Jacksonville Beach, FL",2005,21789.08672248804,0.002074
"Jacksonville, FL",1997,708124.336017311,0.01512
"Jacksonville, FL",1999,726543.4654162785,0
"Jacksonville, FL",2005,780218.4006567626,0.002074
"Jamesburg, NJ",2008,6008.290523809524,0
"Jenkintown, PA",2008,4434.245988736794,0
"Jersey City, NJ",2008,246641.88230061004,0
"Jewett City, CT",1989,3360.9619109507953,0.0032979999999999997
"Jewett City, CT",1991,3329.272934036256,0.00243
"Jewett City, CT",1992,3302.956272059851,0.0068865714285714285
"Jewett City, CT",1993,3271.698368072512,0.0021848275862068967
"Jewett City, CT",1994,3237.147576075965,0.0063950000000000005
"Jewett City, CT",1995,3200.9522500719368,0.02015866666666667
"Jewett City, CT",1996,3164.760744062153,0.021364666666666667
"Jewett City, CT",1997,3130.2214120483413,0.007810461538461538
"Jewett City, CT",1998,3098.9826080322277,0.0062087999999999996
"Jewett City, CT",1999,3072.692686015538,0.00216
"Jewett City, CT",2000,3053,0.008279333333333333
"Jewett City, CT",2001,3041.4583449870515,0.005810571428571429
"Jewett City, CT",2002,3039.2432799769804,0.0010384
"Jewett City, CT",2003,3047.4358049697867,0.005265
"Jewett City, CT",2004,3067.1169199654705,0.004662545454545455
"Jewett City, CT",2005,3099.3676249640316,0.012920000000000001
"Jewett City, CT",2006,3145.2689199654706,0.007349090909090909
"Jewett City, CT",2007,3205.9018049697866,0.0037535
"Jewett City, CT",2008,3282.34727997698,0.0033476923076923076
"Juno Beach, FL",2000,3262,0.009291111111111111
"Juno Beach, FL",2001,3253.4,0.008537142857142858
"Juno Beach, FL",2002,3244.8,0.010439333333333333
"Juno Beach, FL",2003,3236.2,0.001542857142857143
"Juno Beach, FL",2004,3227.6,0.014145333333333333
"Juno Beach, FL",2005,3219,0.0224624
"Juno Beach, FL",2006,3210.4,0.003361
"Juno Beach, FL",2007,3201.8,0.006273333333333333
"Juno Beach, FL",2008,3193.2,8.64e-4
"Jupiter, FL",1987,20275.145,0.002778
"Jupiter, FL",1991,26497.765,0.00324
"Jupiter, FL",1992,27976.106666666667,0.007684
"Jupiter, FL",1993,29427.095,0.001962666666666667
"Jupiter, FL",1994,30856.8,5.76e-4
"Jupiter, FL",1995,32271.291666666668,0.0066956
"Jupiter, FL",1996,33676.64,0.0105295
"Jupiter, FL",1997,35078.915,0.009343333333333334
"Jupiter, FL",1998,36484.18666666667,0.002099555555555556
"Jupiter, FL",1999,37898.525,0.010378
"Jupiter, FL",2000,39328,0.0101825
"Jupiter, FL",2001,40778.047,0.008537142857142858
"Jupiter, FL",2002,42251.562666666665,0.010439333333333333
"Jupiter, FL",2003,43750.809,0.001542857142857143
"Jupiter, FL",2004,45278.048,0.014145333333333333
"Jupiter, FL",2005,46835.541666666664,0.0224624
"Jupiter, FL",2006,48425.552,0.003361
"Jupiter, FL",2007,50050.341,0.006273333333333333
"Jupiter, FL",2008,51712.170666666665,8.64e-4
"Kaser, NY",2008,4442.4,0
"Keansburg, NJ",2008,10221.065196581196,0
"Kearny, NJ",2008,41740.214994298905,0
